pattern	lane	primary_claim_type	status	confidence	action	external_description_scope	lane_external_reference_count	pattern_specific_external_source_count	natural_attestation_status	external_corpus_candidate_hit_count	external_corpus_clean_root_hit_count	external_corpus_document_count	external_corpus_collection_count	exact_accepted_fixture_surface_match_count	accepted_fixture_count	accepted_fixture_origin_count	runtime_code_reference_count	research_master_label_mention_count	native_validation_scope	native_naturalness_source_count	native_naturalness_judgment_count	native_naturalness_acceptable_count	native_naturalness_rejected_count	native_naturalness_sentence_ids	native_naturalness_conflict_sentence_ids	native_analysis_validation_count	native_naturalness_scope	native_conflict_disposition	negative_boundary_evidence	held_out_performance	alternative_analyses	language_claim	parser_representation_decision	parser_heuristic	audit_trigger	audit_note
TemporalAdverbialClause	LANE-02	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	8	0	none_recorded	0	0	0	0	0	0	0	1	4	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TemporalAdverbialClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TemporalAdverbialClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TemporalAdverbialClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
TemporalClause	LANE-10	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	11	0	native_surface_conflict_not_analysis_validated	8	8	2	2	0	6	4	9	0	ONE_SPEAKER_REJECTED_SURFACE_ONLY_NOT_ANALYSIS_VALIDATION	1	1	0	1	CS160-N005	CS160-N005	0	rejected_surface_judgments_only	quarantine_screened_surface_family_pending_analysis	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TemporalClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TemporalClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TemporalClause; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Native naturalness screening found one or more rejected mapped surfaces; attribution to this label remains unresolved until analysis validation. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
TimeNP	LANE-10	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	11	0	native_surface_conflict_not_analysis_validated	2	2	2	1	0	1	1	4	3	ONE_SPEAKER_REJECTED_SURFACE_ONLY_NOT_ANALYSIS_VALIDATION	1	1	0	1	CS160-N005	CS160-N005	0	rejected_surface_judgments_only	quarantine_screened_surface_family_pending_analysis	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TimeNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TimeNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TimeNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Native naturalness screening found one or more rejected mapped surfaces; attribution to this label remains unresolved until analysis validation.
TimeToActionFrame	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	5	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TimeToActionFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TimeToActionFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TimeToActionFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
Topic	LANE-10	parser_representation_decision	parser_heuristic	low	retain_as_representation_only	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	21	23	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Canto Span does not claim that Topic is a canonical Cantonese construction name; it is an internal structural representation.	Canto Span uses Topic as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose Topic; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
TopicComment	LANE-10	parser_representation_decision	parser_heuristic	low	retain_as_representation_only	lane_level	11	0	candidate_hits_unreviewed	2	2	2	1	0	1	1	10	11	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TopicComment; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TopicComment as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TopicComment; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
TopicCommentClause	LANE-10	parser_representation_decision	parser_heuristic	low	retain_as_representation_only	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	0	11	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TopicCommentClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TopicCommentClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TopicCommentClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
TransformationResultFrame	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TransformationResultFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TransformationResultFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TransformationResultFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
TransformationResultPredicate	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TransformationResultPredicate; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TransformationResultPredicate as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TransformationResultPredicate; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
TransitiveVP	LANE-10	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	11	0	native_surface_mixed_not_analysis_validated	9	5	4	2	0	30	20	34	1	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_MIXED_NOT_ANALYSIS_VALIDATION	1	13	12	1	CS160-P0-06;CS160-N001;CS160-N060;CS160-N012;CS160-N082;CS160-N078;CS160-N013;CS160-N112;CS160-N021;CS160-N007;CS160-N002;CS160-N115;CS160-N011	CS160-N013	0	mixed_acceptable_and_rejected_surface_judgments	subtype_conflict_requires_analysis	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by TransitiveVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses TransitiveVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose TransitiveVP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Native naturalness screening found one or more rejected mapped surfaces; attribution to this label remains unresolved until analysis validation. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
